Timestamp,X,Y,Z,Heading,Gyro_X,Gyro_Y,Gyro_Z
1749451226.7241106,0.0,0.0,-220.24759615384613,0.0,0.6458460092544556,0.8168227672576904,-9.868231773376465
1749451226.7343345,-0.5101439816660522,0.0,-218.68846153846152,0.0,1.361039161682129,-0.1745637208223343,-9.41109848022461
1749451226.7445984,-0.7675821915442244,0.0,-220.24759615384613,0.0,0.9903901815414429,0.17516157031059265,-10.301651000976562
1749451226.7569509,-1.2426390183382008,0.0,-217.12932692307692,0.0,1.3367278575897217,-0.3331855833530426,-9.653215408325195
1749451226.7666152,-1.836873230848832,0.0,-214.0110576923077,0.0,0.8028736114501953,0.5246875882148743,-9.616548538208008
1749451226.7764354,-2.2675759623573333,0.0,-214.0110576923077,0.0,1.1721277236938477,0.3168451488018036,-9.771982192993164
1749451226.7849255,-2.5955552229661336,0.20999502687525304,-220.24759615384613,0.0,0.8218046426773071,-0.1518465280532837,-9.533052444458008
1749451226.7945325,-3.2605117979209615,0.37582746580438486,-221.80673076923077,0.0,1.481201171875,0.26343977451324463,-9.953519821166992
1749451226.8048294,-3.990772449793175,0.5104496322212311,-221.80673076923077,0.0,1.0870379209518433,0.12115839123725891,-9.59164047241211
1749451226.8148465,-4.686828806092678,0.6220986020805066,-221.80673076923077,0.0,1.0473824739456177,0.20824098587036133,-9.72296142578125
1749451226.8250008,-5.273899897941202,0.21890525821743623,-220.24760408401488,0.0,1.1254976987838745,0.20704534649848938,-9.803268432617188
1749451226.8346407,-5.775717198300981,-0.12573681009377763,-217.12932692307692,0.0,1.0989943742752075,0.08249931037425995,-9.52946662902832
1749451226.8443208,-5.802372726884595,-0.42350254706954765,-217.90889423076922,0.0,1.4491181373596191,0.3963553309440613,-9.847108840942383
1749451226.854423,-5.825602176195949,-0.682995960304229,-219.46802884615386,0.0,1.1852798461914062,0.10362230986356735,-9.470083236694336
1749451226.8643074,-5.845987519612358,-0.9107182051229805,-220.24759615384613,0.0,1.2610037326812744,0.17675575613975525,-9.566133499145508
1749451226.876278,-6.248082576625258,-1.1116918785864733,-217.90889423076922,0.0,1.3213837146759033,0.18552377820014954,-9.545806884765625
1749451226.8844187,-6.604580464076772,-1.2898753423558553,-216.3497596153846,0.0,1.4226148128509521,0.2981134057044983,-9.532654762268066
1749451226.8947682,-7.147026632190491,-1.448444602365161,-217.12932692307692,0.0,1.3231770992279053,0.3622795343399048,-9.51651382446289
1749451226.9050496,-7.631233822616872,-1.5899892945215994,-217.12932692307692,0.0,1.3729956150054932,0.40671759843826294,-9.406713485717773
1749451226.914597,-8.06453020370542,-1.7166516078583156,-215.5701923076923,0.0,1.553736925125122,0.3347797393798828,-9.48223876953125
1749451226.9267433,-8.600027879179734,-1.830226494547906,-223.36586538461538,0.0,1.4833931922912598,0.2048533409833908,-9.624520301818848
1749451226.9344087,-9.080991470276702,-1.9322351266344464,-224.925,0.0,1.0517663955688477,0.16719061136245728,-9.168182373046875
1749451226.9445784,-9.513560077764469,-2.0239795595815764,-220.24759615384613,0.0,0.8801918029785156,0.11099543422460556,-9.237730026245117
1749451226.9544344,-9.90303425291908,-2.106583999036008,-218.68846153846152,0.0,1.0162956714630127,0.45633670687675476,-9.387384414672852
1749451226.9647174,-10.688705095802982,-2.181026389017805,-217.12932692307692,0.0,1.4453320503234863,0.20365768671035767,-9.514322280883789
1749451226.9768014,-11.397269332712824,-2.5247554633038476,-224.925,0.0,1.4877772331237793,0.08190149068832397,-9.442583084106445
1749451226.9849591,-12.03668164324915,-2.8349384927864882,-229.60240384615383,0.0,0.772384762763977,0.06297048926353455,-9.370445251464844
1749451226.9949136,-12.613977050274102,-3.1149882123597883,-224.925,0.0,0.41986966133117676,0.2682223618030548,-9.236135482788086
1749451227.0043745,-12.847464795436393,-3.23023127150432,-228.04326923076923,0.0,0.6841065883636475,0.36108389496803284,-9.351715087890625
1749451227.0152795,-13.058425546362653,-3.3343556326320165,-228.04326923076923,0.0,1.0025458335876465,0.217009037733078,-9.617944717407227
1749451227.025196,-13.249084537495097,-3.4284596095933804,-218.68846153846152,0.0,0.7064251899719238,-0.12474530935287476,-9.618940353393555
1749451227.034456,-13.421433849882556,-3.513526438206513,-220.24759615384613,0.0,0.49220597743988037,0.04623148590326309,-9.763214111328125
1749451227.0447767,-13.57726021013679,-3.5904379970490288,-217.12932692307692,0.0,0.46032220125198364,-0.3138560354709625,-9.554973602294922
1749451227.054317,-13.718168666938867,-3.7972354184281536,-215.5701923076923,0.0,0.6775304675102234,0.04583294689655304,-9.779156684875488
1749451227.0663033,-13.845602928870916,-3.98425809514312,-217.12932692307692,0.0,0.5362454652786255,0.10003538429737091,-9.636675834655762
1749451227.0746088,-13.960862967889119,-4.15341386760681,-215.5701923076923,0.0,0.46769532561302185,0.07054287940263748,-9.773377418518066
1749451227.084393,-13.921751596774426,-4.5806817441652665,-214.0110576923077,0.0,0.34733402729034424,0.15224507451057434,-9.925622940063477
1749451227.094423,-13.886371401455866,-4.9671888006848315,-215.5701923076923,0.0,0.31146475672721863,0.06675668060779572,-9.850695610046387
1749451227.1055253,-13.854364676931272,-5.316842746160484,-220.24759615384613,0.0,0.44338393211364746,0.16639351844787598,-10.029842376708984
1749451227.115387,-13.82540846535879,-5.63317169805204,-224.925,0.0,0.34673619270324707,0.15045161545276642,-9.877199172973633
1749451227.1270733,-13.799211063684973,-5.782312290976029,-223.36586538461538,0.0,0.30349379777908325,0.30907347798347473,-9.91884708404541
1749451227.1346042,-13.7755089120959,-5.7802092935268865,-218.68846153846152,0.0,0.36028677225112915,0.2463022619485855,-10.039407730102539
1749451227.14446,-13.754063814412348,-5.778306555475632,-223.36586538461538,0.0,0.3046894669532776,0.0536046177148819,-9.890949249267578
1749451227.154689,-13.734660449501071,-5.776584972236243,-217.12932692307692,0.0,0.3086749017238617,0.1592196524143219,-9.984407424926758
1749451227.1783638,-13.717104139104368,-5.775027270782775,-210.89278846153846,0.0,0.1942918300628662,0.15543347597122192,-9.903303146362305
1749451227.1846533,-13.414734108247298,-5.773617831730737,-217.12932692307692,0.0,0.18871217966079712,0.29193592071533203,-10.03482437133789
1749451227.1947143,-13.141140699137178,-5.909347096256122,-217.90889423076922,0.0,0.08190148323774338,0.13271626830101013,-9.931002616882324
1749451227.2043607,-12.607114760434712,-6.169161104432397,-216.3497596153846,0.0,0.13211844861507416,0.024909209460020065,-10.00493335723877
1749451227.215097,-12.123904214695825,-6.40425243536382,-211.67235576923076,0.0,0.18133904039859772,-0.009365862235426903,-10.043991088867188
1749451227.2266707,-11.54344246811302,-6.616974876204877,-209.33365384615382,0.0,0.03766272962093353,-0.08010800927877426,-9.95750617980957
1749451227.234598,-10.946597103795312,-6.740962288785112,-214.0110576923077,0.0,0.08827823400497437,0.12235404551029205,-10.154987335205078
1749451227.2443576,-10.191697792630283,-6.716159774492366,-219.46802884615386,0.0,-0.052608244121074677,0.032880160957574844,-10.00911808013916
1749451227.254409,-9.36539501876509,-6.556726070282194,-216.34975168521586,0.0,0.10043393075466156,0.36925411224365234,-10.243463516235352
1749451227.2647266,-8.474481081420448,-6.412460266629421,-212.45192307692307,0.0,0.140487939119339,0.0005978196859359741,-10.098791122436523
1749451227.274203,-7.668323415754823,-6.2819190564933125,-214.0110576923077,0.0,0.5832740068435669,0.390177845954895,-10.513679504394531
1749451227.2841456,-6.938857475645914,-6.16379654692657,-213.23149038461537,0.0,0.14606760442256927,-0.37682652473449707,-9.753250122070312
1749451227.2942631,-6.278786401614564,-6.056911156574613,-210.89278846153846,0.0,0.5747052431106567,0.3618810176849365,-10.211978912353516
1749451227.304104,-5.967947053921446,-5.960193767580905,-207.77451923076922,0.0,0.2528782784938812,-0.2552695870399475,-9.57490062713623
1749451227.314177,-5.75828714774505,-5.872677010491728,-210.89278846153846,0.0,0.4788546562194824,0.4282391369342804,-10.007524490356445
1749451227.3241248,-5.568571829903727,-5.793485572842003,-217.12932692307692,0.0,0.3501238524913788,0.11657509207725525,-9.735116958618164
1749451227.334124,-5.39690369003842,-6.064292808635886,-210.89278846153846,0.0,0.5898500680923462,0.22059597074985504,-9.756439208984375
1749451227.3441012,-5.313175030599886,-6.309338915782106,-209.33365384615382,0.0,0.6115709543228149,0.33537757396698,-9.709808349609375
1749451227.3541386,-5.38062937176487,-6.668061728395601,-210.89278846153846,0.0,0.369652658700943,0.13630321621894836,-9.425246238708496
